,DT predictions,RF predictions,GB predictions,ET predictions,Ensemble of the four ,Real values
11126,5.55,5.6651,5.680912278679443,5.645900000000001,5.635478069669861,5.55
5702,5.930000000000001,5.928499999999998,5.752380373840642,5.928300000000002,5.884795093460161,5.93
13574,5.39,5.391699999999991,5.261743513189757,5.320499999999995,5.3409858782974355,5.4
5863,6.76,6.6962,6.552765942268795,6.734499999999996,6.685866485567198,6.5
11231,6.169999999999997,6.169899999999997,6.166463983487751,6.165899999999999,6.168065995871936,6.17
4127,5.57,5.559099999999997,5.6172265467926765,5.5588,5.576281636698168,5.57
353,6.41,6.410000000000002,6.35234923005313,6.407800000000001,6.395037307513284,6.41
735,6.89,6.891499999999991,6.827394800072583,6.8901999999999894,6.874773700018141,6.89
9150,6.5,4.665100000000001,5.094686534709945,4.551999999999999,5.202946633677486,4.67
7724,6.8000000000000025,6.799999999999995,6.764731829516712,6.798299999999996,6.790757957379176,6.8
11079,7.029999999999999,7.029799999999983,6.956554137924296,7.0298999999999845,7.011563534481065,7.03
3058,6.0,5.5383,5.538357862966959,5.498199999999997,5.643714465741739,5.25
2232,7.6,7.600000000000014,7.568097860904199,7.600800000000013,7.592224465226057,7.6
2351,5.99,5.990900000000006,6.151329749485012,5.990600000000005,6.030707437371255,5.99
2390,7.270000000000001,7.26999999999999,7.258263587061343,7.27159999999999,7.267465896765331,7.27
14,7.900000000000001,7.901199999999988,7.886859209411467,7.911099999999989,7.899789802352862,7.9
11862,6.69,6.690000000000011,6.6931446010313875,6.68730000000001,6.690111150257852,6.69
10345,5.829999999999999,5.828200000000001,5.793718406407639,5.8233000000000015,5.81880460160191,5.83
3724,6.230000000000002,6.2311000000000085,6.281953595912636,6.230400000000008,6.243363398978165,6.23
5196,5.73,3.89,4.561268572839221,3.7201999999999997,4.475367143209805,3.74
10385,8.56,8.561099999999985,8.492892981320539,8.564899999999989,8.544723245330127,8.56
8762,7.1599999999999975,7.159899999999999,7.131805874743931,7.157499999999996,7.152301468685981,7.16
10877,6.740000000000004,6.740000000000006,6.6887534570889216,6.740100000000007,6.7272133642722345,6.74
7974,5.63,5.405999999999999,5.185466926239887,5.456399999999999,5.419466731559971,5.61
1373,6.33,5.8207,5.71715558917237,6.030100000000002,5.974488897293093,6.0
7918,5.53,5.140099999999998,5.095080197119729,4.725900000000002,5.122770049279932,5.25
8178,7.27,5.324499999999997,5.318123302065811,5.207299999999999,5.779980825516452,5.44
7596,6.26,6.359700000000001,6.234084092588139,6.3388000000000035,6.298146023147036,6.58
7908,6.25,6.7811999999999975,6.549170581366264,6.4611,6.5103676453415655,7.24
749,5.950000000000001,5.949,5.972753940351776,5.9487,5.955113485087944,5.95
862,8.03,8.035099999999987,8.048511543649115,8.036899999999985,8.037627885912272,8.03
1713,7.610000000000002,7.610000000000011,7.566747255334029,7.60990000000001,7.599161813833513,7.61
11269,6.52,6.519999999999991,6.493841761882227,6.519799999999991,6.513410440470553,6.52
8961,7.670000000000001,7.670499999999991,7.636484603334669,7.67179999999999,7.662196150833663,7.67
12420,0.0,0.0,0.1955866852164162,0.0,0.04889667130410405,0.0
7946,6.63,6.629999999999996,6.623276502680784,6.631399999999996,6.628669125670194,6.63
8484,4.77,4.794699999999999,4.744102361672873,4.720699999999998,4.757375590418217,4.78
360,6.69,6.681599999999996,6.7278780389508315,6.6821999999999955,6.695419509737706,6.68
10717,6.76,6.759999999999994,6.772428373992173,6.758199999999995,6.76265709349804,6.75
2471,5.46,5.4556,5.171133088676361,5.4563000000000015,5.385758272169091,5.46
4215,5.28,5.2633999999999945,5.3797032457928085,5.295699999999996,5.3047008114482,5.28
5414,6.710000000000001,6.709900000000002,6.772602955615506,6.709800000000001,6.725575738903878,6.71
6728,6.37,5.9626,5.883271021201242,6.076999999999998,6.07321775530031,6.46
410,5.759999999999999,5.757499999999997,5.8051277438719655,5.7548999999999975,5.76938193596799,5.76
8047,7.080000000000004,7.080000000000008,7.090773549112122,7.080700000000008,7.082868387278035,7.08
2267,6.26,5.782799999999997,5.8251873552143385,5.733900000000005,5.900471838803585,5.74
9558,7.98,7.980900000000011,7.913682501052641,7.98000000000001,7.963645625263165,7.98
3833,7.430000000000004,7.429399999999988,7.399762835152315,7.42719999999999,7.421590708788074,7.43
4618,6.38,6.379699999999997,6.379267605050435,6.378899999999998,6.3794669012626075,6.38
7796,5.870000000000001,5.870000000000004,5.79635060252182,5.864800000000003,5.850287650630457,5.87
10413,4.21,4.224000000000001,4.319777367158271,4.1989,4.238169341789568,3.88
13007,6.650000000000004,6.649999999999988,6.6378494868613815,6.6500999999999895,6.6469873717153405,6.65
2995,7.51,7.509999999999994,7.484243727080518,7.509899999999993,7.503535931770125,7.51
4605,6.06,5.5899000000000045,5.509396086093552,5.616200000000003,5.693874021523389,5.0
9640,6.78,6.779999999999983,6.841252350897335,6.778599999999984,6.794963087724326,6.78
101,7.13,7.129999999999996,7.149786103155288,7.128999999999998,7.13469652578882,7.13
1697,5.86,5.85440000000001,5.8755780495485,5.8276000000000066,5.854394512387129,5.86
1844,5.81,5.778099999999996,5.909071594820045,5.8440999999999965,5.835317898705009,5.53
9562,6.57,6.5700000000000065,6.603859875505746,6.570100000000005,6.57848996887644,6.57
7750,5.34,5.2949999999999955,5.52370598781084,5.312099999999997,5.367701496952708,5.33
4073,6.51,6.509999999999994,6.56441221129799,6.509899999999993,6.523578052824494,6.51
9360,7.590000000000002,7.590200000000003,7.5818788207538015,7.590500000000004,7.588144705188453,7.59
4504,7.88,7.879599999999997,7.887450029799763,7.875999999999998,7.88076250744994,7.88
280,4.93,4.457100000000004,4.1715144551432495,4.6071000000000035,4.541428613785814,3.5
5714,3.56,4.257299999999998,4.24886578321389,4.008399999999997,4.018641445803471,3.9
5556,7.89,7.889999999999989,7.86543426010907,7.89009999999999,7.883883565027262,7.89
12653,6.52,6.518299999999991,6.546967222194009,6.52359999999999,6.527216805548497,6.52
7931,6.72,6.720000000000016,6.752815000352911,6.720200000000016,6.728253750088236,6.72
2312,5.96,5.959999999999997,5.969830682049322,5.9607,5.96263267051233,5.96
3522,5.78,5.5526,5.469813441086293,5.363200000000001,5.541403360271573,5.59
2453,7.540000000000003,7.539999999999995,7.48149703068515,7.541799999999994,7.525824257671285,7.54
8536,6.56,6.0599000000000025,5.891424864455414,5.980500000000002,6.122956216113854,6.33
5090,5.5,5.517800000000001,5.555468646856094,5.4525,5.506442161714024,5.5
4122,5.430000000000001,5.429100000000002,5.300112660412959,5.432800000000002,5.3980031651032405,5.43
1385,6.049999999999998,6.0482,6.035863982235561,6.024900000000002,6.0397409955588905,6.05
3846,6.69,6.690500000000011,6.710928760000893,6.695200000000008,6.696657190000228,6.69
2087,7.290000000000001,7.289999999999996,7.25951069686248,7.290399999999995,7.282477674215618,7.29
6126,5.54,5.614000000000001,5.6571417256968495,5.6032,5.603585431424213,5.54
3169,6.8,6.952300000000001,6.694407896100969,7.0501,6.874201974025243,6.93
7838,6.13,6.10810000000001,6.348996267571333,6.11050000000001,6.174399066892838,6.11
3328,6.8000000000000025,6.799999999999995,6.787997480742986,6.798599999999996,6.796649370185745,6.8
11007,6.870000000000003,6.870000000000004,6.870765474178585,6.871500000000003,6.870566368544649,6.87
455,6.810000000000001,6.81049999999999,6.808334589455616,6.809899999999988,6.809683647363899,6.81
5456,5.41,5.749599999999999,5.8071452079844335,5.8031000000000015,5.692461301996108,5.66
4062,5.21,5.568899999999998,5.953166675240513,5.9152,5.661816668810127,6.27
3938,6.6000000000000005,6.600000000000012,6.561409700221621,6.599400000000011,6.590202425055411,6.6
1121,8.29,8.290499999999987,8.282177756991054,8.28799999999999,8.287669439247757,8.29
12011,5.83,5.737599999999998,5.598545965612817,5.768900000000001,5.733761491403205,6.08
9015,8.27,8.273199999999985,8.221711887374497,8.272899999999986,8.259452971843617,8.27
13998,6.8,6.309499999999997,6.00687283897774,6.859600000000004,6.493993209744436,7.2
6077,3.0,4.9026000000000005,4.711370243678949,5.5208,4.533692560919738,6.5
9118,5.7,5.710800000000003,5.981444987564696,5.709500000000008,5.775436246891177,5.72
4739,7.28,7.279999999999983,7.253228359855603,7.2806999999999835,7.273482089963892,7.28
12678,7.259999999999998,7.259999999999994,7.28636895115544,7.259599999999994,7.266492237788857,7.26
2478,6.380000000000001,6.378799999999997,6.3709904655734455,6.374499999999996,6.37607261639336,6.38
13855,4.45,4.105300000000001,4.473358311699253,4.320000000000002,4.337164577924813,3.1
11693,7.400000000000004,7.399999999999986,7.40073229865939,7.399699999999987,7.400108074664843,7.4
173,6.82,6.816700000000003,6.836651495698529,6.8145999999999995,6.821987873924632,6.82
10416,4.45,4.278899999999998,4.527865112792405,4.146699999999999,4.350866278198101,4.38
11239,7.38,7.379999999999996,7.292713959514871,7.380599999999996,7.358328489878716,7.38
932,8.22,8.224700000000015,8.155900947400323,8.221000000000014,8.205400236850089,8.22
31,7.730000000000002,7.73000000000001,7.705886132004442,7.73010000000001,7.723996533001116,7.73
1983,6.21,5.970200000000001,5.925240190692074,6.01,6.028860047673019,6.33
13320,6.57,6.5700000000000065,6.617731017494954,6.570300000000006,6.582007754373742,6.57
1213,4.46,4.414499999999996,5.739779798385445,4.332199999999995,4.736619949596359,4.83
399,6.45,6.450000000000004,6.480394012232622,6.450400000000003,6.457698503058157,6.45
2884,7.239999999999999,7.240000000000006,7.257028103942972,7.241100000000006,7.2445320259857455,7.24
11768,7.439999999999999,7.439900000000016,7.4163868805615,7.4384000000000094,7.433671720140381,7.44
7305,5.21,5.209299999999992,5.203317408978331,5.204699999999995,5.20682935224458,5.21
5551,0.0,0.0,0.03439847900077811,0.0,0.008599619750194527,0.0
8664,6.650000000000004,6.649999999999988,6.652845759153876,6.651199999999991,6.651011439788465,6.65
13806,7.24,7.0228999999999955,6.671831573777798,6.998800000000002,6.983382893444449,7.02
2366,7.23,7.130500000000005,5.907235429492693,7.207400000000008,6.8687838573731765,7.0
6594,7.6,7.600000000000014,7.582640286824576,7.603800000000014,7.59661007170615,7.6
4900,4.57,4.568199999999999,4.631708318475533,4.580599999999999,4.587627079618883,4.57
1107,7.32,7.320800000000012,7.339971854807074,7.325800000000011,7.326642963701775,7.33
11638,5.66,5.645900000000003,5.7290541403429724,5.672900000000003,5.676963535085744,5.66
1247,7.169999999999998,7.169999999999992,7.256149521637151,7.169099999999993,7.1913123804092836,7.17
1935,7.3600000000000065,7.360000000000011,7.280540785303865,7.36120000000001,7.3404351963259735,7.36
8639,7.04,7.155500000000002,6.7317008915718235,6.938200000000004,6.966350222892958,7.7
8157,4.88,4.875699999999999,4.893165026290628,4.8740999999999985,4.880741256572657,4.87
8310,7.03,6.755199999999998,6.617206899092844,6.940199999999993,6.835651724773209,7.03
7572,5.78,5.785999999999997,5.6170386977652065,5.772199999999989,5.738809674441299,5.79
9948,5.83,5.8291,5.795743985318809,5.810700000000001,5.816385996329703,5.83
13492,7.02,7.01999999999999,6.997892102324132,7.0181999999999904,7.014023025581028,7.02
4244,5.67,6.0031,5.545929852151513,5.669499999999998,5.7221324630378785,4.75
11388,4.43,5.379000000000002,5.120918227987218,6.0526,5.245629556996805,4.57
8970,7.3400000000000025,7.340100000000002,7.327351961895621,7.339000000000003,7.336612990473907,7.34
12375,7.439999999999999,7.4400000000000155,7.421082106504875,7.439600000000013,7.435170526626226,7.44
13661,5.079999999999999,5.064399999999996,5.281617799637214,5.094699999999996,5.130179449909301,5.08
4099,5.83,5.837799999999996,5.799881211077475,5.825599999999996,5.823320302769366,5.84
10978,6.0,5.023499999999999,5.2148275675212785,4.8355,5.268456891880319,5.63
13534,6.620000000000003,6.620000000000004,6.612130796704916,6.6159000000000034,6.617007699176231,6.62
2531,0.0,0.0,0.058176479279578565,0.0,0.014544119819894641,0.0
10008,7.180000000000004,7.17999999999999,7.190767413145659,7.179899999999988,7.182666853286411,7.18
9515,7.97,7.972800000000015,7.909548668468028,7.972900000000014,7.956312167117014,7.97
9892,6.12,5.544999999999999,5.6253815558500735,5.553799999999999,5.711045388962518,5.71
3519,4.37,5.3589,5.808759340720867,4.554000000000006,5.022914835180218,5.65
6545,5.48,5.483200000000005,5.3125317175198346,5.427400000000002,5.42578292937996,5.48
12148,5.4,5.400499999999993,5.309550584116297,5.404099999999995,5.378537646029072,5.4
4706,6.620000000000003,6.620000000000004,6.585457968546896,6.620100000000003,6.611389492136726,6.62
9243,5.6,4.1433,4.245060482702086,3.9788999999999994,4.491815120675521,3.38
8898,5.17,6.274900000000002,6.158096688300174,5.8336999999999986,5.859174172075043,6.16
7655,5.69,5.202299999999997,5.156976182433822,5.754100000000001,5.450844045608455,5.56
3910,6.5600000000000005,6.55999999999999,6.5724065738866,6.5654999999999974,6.564476643471647,6.56
8485,5.63,5.624899999999997,5.668454146430835,5.584199999999998,5.626888536607708,5.63
4094,5.33,5.7948,5.826666968666171,6.007600000000001,5.739766742166543,5.5
9525,6.31,6.048100000000002,6.057415815427201,6.221499999999997,6.159253953856799,5.4
4885,7.870000000000001,7.870000000000004,7.796113930098664,7.867600000000005,7.850928482524669,7.87
11705,5.89,5.89219999999999,5.906710417035905,5.89179999999999,5.89517760425897,5.9
11228,7.19,7.192600000000012,7.256925553041931,7.19550000000001,7.208756388260488,7.19
5852,6.830000000000005,6.832600000000005,6.850007189622652,6.8323000000000045,6.836226797405667,6.83
11123,7.180000000000004,7.17999999999999,7.2050740484095135,7.17909999999999,7.1860435121023745,7.18
828,7.180000000000004,7.180799999999992,7.233787239896248,7.1838000000000015,7.194596809974061,7.18
12724,9.25,9.1297,8.681639234498887,9.102000000000004,9.040834808624723,9.11
11522,6.2299999999999995,6.231000000000008,6.372422599613735,6.24190000000001,6.268830649903437,6.23
9819,0.0,0.0,0.20525996645534814,0.0,0.051314991613837034,0.0
13412,6.7,6.700000000000005,6.732751964813997,6.699300000000005,6.708012991203502,6.7
11410,6.32,6.320000000000005,6.282638499955318,6.320300000000006,6.310734624988832,6.32
4606,5.730000000000002,5.7296000000000085,5.575770936084564,5.728800000000004,5.691042734021145,5.73
10087,7.200000000000002,7.200000000000006,7.203001106211292,7.199300000000006,7.2005752765528275,7.19
1739,6.02,6.02209999999999,6.147022243777965,6.012299999999993,6.050355560944487,6.02
12820,4.83,4.8237999999999985,4.6779352228403805,4.8100999999999985,4.785458805710094,4.83
1530,7.709999999999999,7.710000000000007,7.61987611759024,7.697100000000003,7.684244029397562,7.71
13147,5.9,5.602199999999998,5.645670881615333,5.601600000000002,5.6873677204038335,5.53
14269,0.0,0.0,0.30130266799963495,0.0,0.07532566699990874,0.0
3193,7.450000000000002,7.450000000000009,7.411387625539262,7.4494000000000105,7.440196906384821,7.45
7586,5.43,5.638499999999996,5.442871872839226,6.040199999999993,5.637892968209805,6.43
339,4.88,5.493500000000001,5.313719625189483,5.768900000000002,5.364029906297372,4.88
5437,7.83,7.832700000000009,7.80976217259219,7.831300000000007,7.825940543148051,7.83
7975,3.56,4.725700000000001,4.783060605975729,4.7657,4.458615151493932,4.13
5830,7.0600000000000005,7.060999999999987,7.068448962915356,7.063499999999994,7.063237240728834,7.06
10165,7.709999999999999,7.710100000000007,7.6853691341589485,7.711200000000007,7.704167283539739,7.71
12626,6.25,6.2496,6.29110006912066,6.249700000000002,6.260100017280165,6.25
13448,4.01,3.9687000000000006,4.392643187016532,4.117100000000002,4.122110796754134,3.97
10547,7.07,7.07110000000001,7.098022773796721,7.072700000000009,7.0779556934491845,7.07
2140,5.75,5.750500000000001,6.0091619550317334,5.680300000000002,5.797490488757934,5.74
1039,4.64,3.8842999999999996,4.860878300361157,3.929699999999999,4.32871957509029,3.9
7222,7.039999999999999,7.0399999999999965,6.96666809405935,7.038399999999996,7.021267023514835,7.04
5958,7.75,7.752899999999999,7.724429446401538,7.754899999999997,7.745557361600383,7.75
4556,5.8,5.6087,5.873010170546977,6.022500000000001,5.826052542636744,6.45
5826,6.67,6.6719999999999935,6.688050142736277,6.673099999999994,6.675787535684067,6.67
14268,6.65,6.4533999999999985,5.4591216311055,6.168099999999998,6.182655407776374,6.61
102,7.47,7.470000000000017,7.480908970104224,7.4670000000000165,7.471977242526064,7.47
12824,6.54,5.399,5.430494363568465,5.579800000000002,5.7373235908921165,6.37
914,6.790000000000001,6.789999999999997,6.771591959345491,6.790199999999996,6.7854479898363715,6.79
7053,6.74,6.3066,6.062898465223229,6.350900000000003,6.365099616305809,6.48
6517,4.55,4.7234000000000025,4.997357948350251,4.7809,4.7629144870875635,4.55
13892,5.4,5.1164,5.367615830792552,5.0642000000000005,5.237053957698138,6.25
7413,6.6,6.600000000000012,6.592338585801456,6.601200000000011,6.59838464645037,6.6
9573,6.810000000000001,6.80719999999999,6.8468470142696916,6.80579999999999,6.817461753567418,6.8
10200,3.71,4.8992,5.104633993111785,4.9437999999999995,4.664408498277947,4.93
6390,5.61,5.609800000000002,5.97522439310639,5.593200000000007,5.6970560982766,5.61
14049,3.82,4.2867000000000015,4.084093576328905,4.350400000000006,4.135298394082229,5.91
624,5.58,5.5879999999999965,5.602406238003983,5.592099999999999,5.590626559500994,5.59
8011,6.07,6.0698000000000025,6.091094682833154,6.070700000000003,6.07539867070829,6.07
2404,5.77,6.315499999999997,6.073078354298851,6.3948999999999945,6.13836958857471,5.69
6844,6.82,6.820000000000008,6.77505975056704,6.818700000000004,6.808439937641762,6.82
9932,4.67,4.9366,4.837430951951618,4.6784000000000034,4.780607737987905,3.44
9553,6.07,6.072400000000004,6.012109311475206,6.0647,6.054802327868803,6.07
4395,3.82,3.8658999999999986,4.044022183781763,3.7818999999999967,3.8779555459454396,5.7
9761,5.7,5.704799999999999,5.998620147827019,5.5369999999999955,5.735105036956753,5.71
10635,6.58,6.580000000000005,6.532526530184047,6.5800000000000045,6.568131632546015,6.57
5194,6.05,6.1976999999999975,6.27342109082673,6.046399999999994,6.141880272706681,6.54
11250,5.34,5.353699999999995,5.186952703457261,5.3299999999999965,5.302663175864312,5.34
2323,7.22,7.220000000000017,7.199292618008285,7.219400000000015,7.214673154502079,7.22
13963,4.16,4.245399999999998,4.561703037099769,4.222900000000001,4.297500759274943,3.79
9436,5.85,6.1675,5.487537110235152,6.046600000000004,5.887909277558789,5.92
4923,5.52,5.521499999999992,5.428067098422474,5.479899999999997,5.487366774605616,5.52
6834,4.75,5.398,5.425780167089045,5.1852,5.189745041772261,5.09
10364,8.22,8.220600000000013,8.15958096870387,8.221500000000013,8.205420242175974,8.22
6433,4.28,4.555399999999997,4.809286271904637,4.646899999999997,4.572896567976157,4.22
7952,6.299999999999998,6.300099999999998,6.273070588509891,6.298199999999998,6.292842647127471,6.3
4786,5.57,4.651700000000002,5.043699175353547,5.308200000000004,5.143399793838388,5.15
11749,7.300000000000003,7.299999999999992,7.261050880079147,7.300199999999992,7.2903127200197835,7.3
3222,5.32,5.6999,5.808455622359104,5.787200000000001,5.653888905589777,5.51
2442,3.22,4.649599999999998,5.161371461908985,4.528100000000002,4.389767865477246,5.06
3248,7.870000000000001,7.870000000000004,7.849529145654198,7.870700000000003,7.865057286413552,7.87
2189,6.879999999999998,6.879999999999996,6.887748398276547,6.880599999999996,6.882087099569134,6.88
7551,6.86,5.750500000000003,5.685008765788,5.756000000000001,6.012877191447001,6.73
10309,5.48,6.231299999999999,5.851150187948557,6.012799999999999,5.893812546987139,5.46
13463,3.5,4.418300000000001,5.203134691189502,3.8922999999999996,4.253433672797375,4.5
10591,6.699999999999999,6.700000000000005,6.683294967725692,6.699800000000005,6.695773741931426,6.7
12098,6.19,6.190000000000008,6.244041332208156,6.190500000000005,6.203635333052043,6.19
2360,7.24,6.959600000000005,6.712247020305498,7.011400000000001,6.980811755076377,7.26
5527,5.42,5.556699999999996,5.503444277007942,5.557400000000002,5.509386069251985,4.88
2984,6.58,5.892999999999998,5.889115984846136,6.339700000000004,6.175453996211535,6.75
8270,6.0,6.000299999999999,5.948349857699023,6.0001,5.987187464424756,6.0
14427,3.0,4.4588,4.460269897711133,4.3338,4.063217474427783,4.33
2020,6.5,6.498800000000001,6.517634133875166,6.497300000000001,6.503433533468792,6.5
13494,6.96,6.038400000000003,5.309138033887394,6.540000000000004,6.21188450847185,7.16
6935,4.85,4.5204,4.485189712794319,4.6736,4.63229742819858,4.38
181,7.53,7.530399999999982,7.51713759743259,7.532099999999986,7.52740939935814,7.53
12388,5.82,5.920300000000002,5.843332061418268,5.826800000000003,5.852608015354568,6.05
4393,6.37,5.7779,5.6129992345766135,5.824600000000001,5.896374808644153,5.69
4963,5.61,5.601500000000008,5.639109906688591,5.601400000000007,5.613002476672152,5.61
11474,5.39,5.1273,5.0732831773514295,4.9594000000000005,5.137495794337857,5.0
11580,6.46,6.46,6.527337082625557,6.458400000000001,6.47643427065639,6.46
13888,2.55,3.6424000000000016,4.063819339410571,3.5978000000000026,3.463504834852644,2.33
7518,5.6,5.623299999999998,5.610179701420315,5.9963999999999995,5.707469925355078,4.92
11105,7.1,7.090400000000006,7.120443474446463,7.090400000000006,7.1003108686116185,7.09
1372,6.24,6.236000000000007,6.334456827472584,6.233100000000007,6.26088920686815,6.23
3111,7.439999999999999,7.4400000000000155,7.401695856632944,7.438300000000007,7.429998964158241,7.44
2769,6.16,5.515800000000002,5.645201895040196,5.370100000000001,5.6727754737600495,5.63
12110,6.090000000000002,6.090099999999996,6.001377373821202,6.094700000000002,6.0690443434553005,6.09
8013,6.790000000000001,6.789999999999997,6.822275573593757,6.789399999999997,6.797918893398438,6.79
11625,5.44,5.025999999999999,5.775765771371271,5.076199999999994,5.329491442842816,5.92
14282,4.14,4.039399999999997,4.292411310787174,4.035099999999995,4.126727827696792,4.0
3098,7.0600000000000005,7.059999999999986,7.048347760576676,7.056999999999988,7.0563369401441625,7.06
3115,7.55,7.556199999999986,7.579151433700112,7.554699999999989,7.560012858425022,7.56
10988,7.430000000000004,7.428099999999988,7.437744732719928,7.42769999999999,7.430886183179978,7.43
5100,6.97,7.067400000000003,6.725893681132636,6.9921000000000015,6.9388484202831595,7.33
13182,0.0,0.0,0.0,0.0,0.0,0.0
9186,4.82,5.467299999999998,5.532188870764969,5.281800000000003,5.275322217691243,4.85
12152,6.299999999999998,6.299999999999998,6.221752119109895,6.2658999999999985,6.271913029777473,6.3
14228,7.29,6.735800000000003,6.18548328013808,6.909900000000006,6.780295820034523,4.89
7146,6.58,6.580100000000005,6.554972460960583,6.579800000000005,6.5737181152401485,6.58
8902,8.36,8.360300000000011,8.296573369366108,8.360100000000012,8.344243342341532,8.36
5205,7.029999999999999,7.029899999999983,6.988143768043116,7.029699999999983,7.01943594201077,7.03
13721,6.57,5.384200000000003,5.184999271091182,5.717299999999999,5.714124817772796,4.86
2308,3.75,4.828499999999998,4.7555236332559705,4.530200000000001,4.466055908313992,4.5
1253,7.44,7.4400000000000155,7.417274896668087,7.439500000000012,7.434193724167029,7.44
4231,7.760000000000001,7.759999999999994,7.732750517119958,7.758799999999995,7.752887629279987,7.76
11739,4.86,4.8676000000000075,4.855285985470619,4.920100000000002,4.875746496367658,4.86
12501,0.0,0.0,0.19137784418409026,0.05,0.06034446104602256,0.0
10129,4.44,4.4556000000000004,4.7108617925961305,4.3802999999999965,4.496690448149032,4.45
12814,6.78,6.779999999999983,6.7776385046852665,6.779799999999984,6.779359626171309,6.78
708,4.73,4.7986,5.067620370489691,5.1141000000000005,4.927580092622423,4.64
1350,7.6000000000000005,7.600000000000014,7.58932912055372,7.602600000000013,7.597982280138437,7.6
772,6.590000000000002,6.589999999999999,6.59072097251337,6.590099999999999,6.590205243128342,6.59
10937,5.86,5.389499999999999,5.613381975901818,5.5484,5.602820493975455,5.52
2319,7.82,7.819400000000007,7.822271980351009,7.82390000000001,7.8213929950877565,7.82
284,4.87,4.851500000000004,4.933580472818329,4.8861000000000026,4.885295118204584,4.87
14094,7.8,6.162099999999998,5.840492012678882,7.138699999999996,6.735323003169719,6.0
6107,5.46,5.470299999999998,5.891064333464471,5.486400000000004,5.576941083366118,5.48
12084,6.990000000000001,6.990000000000006,6.997216057954951,6.990700000000007,6.9919790144887415,6.99
1087,3.53,4.3542999999999985,5.688119697023936,4.4837,4.514029924255984,3.67
3379,6.69,6.690000000000011,6.669332468790351,6.689800000000009,6.684783117197592,6.69
14436,5.83,5.652099999999999,5.752008777474825,6.001299999999999,5.808852194368706,6.4
5226,6.28,6.363400000000001,6.086519040227296,6.377899999999998,6.276954760056824,5.48
1493,6.710000000000001,6.710000000000003,6.710098451000957,6.709300000000002,6.709849612750241,6.71
5044,6.759999999999999,6.759999999999994,6.746735063041775,6.761299999999993,6.757008765760441,6.76
4745,3.49,3.4875000000000025,4.082046486515698,3.503500000000001,3.640761621628925,3.52
3017,6.240000000000001,6.239900000000007,6.313876456930529,6.226300000000006,6.255019114232636,6.24
14061,5.35,5.4468,5.747042333222918,5.501300000000001,5.51128558330573,5.93
7702,6.14,6.947600000000005,6.519256119181201,6.1287000000000065,6.433889029795303,5.76
9260,6.430000000000004,6.433699999999999,6.43757968403799,6.435500000000004,6.4341949210094995,6.43
13275,6.830000000000005,6.8303000000000065,6.816685800586426,6.832800000000004,6.82744645014661,6.83
5407,3.43,3.423000000000002,4.5467229278397525,3.4823000000000026,3.720505731959939,3.42
5664,6.31,6.4199,6.504623684958362,6.547399999999998,6.445480921239589,6.81
9804,5.5,5.929899999999998,5.851477363084323,5.820999999999995,5.775594340771079,2.33
4783,7.88,7.879599999999997,7.895357922694685,7.881299999999995,7.884064480673669,7.88
8075,6.57,5.440499999999999,5.294238714460889,5.477600000000003,5.695584678615223,6.29
10171,7.02,7.01999999999999,6.961647534534454,7.014199999999991,7.003961883633608,7.02
10996,7.3400000000000025,7.340100000000002,7.317166976745918,7.338700000000004,7.3339917441864815,7.34
10973,7.540000000000003,7.539899999999994,7.520990480721052,7.5367999999999915,7.53442262018026,7.54
9450,6.430000000000004,6.429999999999994,6.435571590860935,6.430299999999994,6.4314678977152315,6.43
4614,7.330000000000002,7.330000000000009,7.325388192376325,7.3313000000000095,7.329172048094086,7.33
7300,7.25,7.249700000000001,7.243240030856477,7.246000000000002,7.24723500771412,7.25
5762,5.799999999999998,5.797600000000002,5.6945574464163,5.794400000000004,5.771639361604076,5.8
2122,4.51,4.3321,5.293249709960402,4.370799999999999,4.6265374274901,4.39
1078,6.919999999999999,6.922599999999992,6.889691272578214,6.923299999999994,6.91389781814455,6.92
6597,6.64,6.63999999999999,6.695827138258958,6.64069999999999,6.6541317845647345,6.64
13333,6.6,6.600000000000012,6.578684645502523,6.603100000000011,6.595446161375637,6.6
6281,6.56,5.487,5.5161508832984785,5.846200000000001,5.85233772082462,4.83
3798,7.49,7.490000000000006,7.5044789124228855,7.492900000000004,7.494344728105725,7.49
13107,6.44,6.44000000000001,6.469552435986143,6.43560000000001,6.446288108996541,6.44
3794,7.66,7.659999999999997,7.6694114339011215,7.661099999999996,7.662627858475279,7.66
9088,6.33,6.329200000000004,6.392579532170234,6.325900000000003,6.34441988304256,6.34
8617,7.93,7.926399999999988,7.9152757873542505,7.926199999999991,7.924468946838557,7.93
6779,6.680000000000004,6.6807999999999925,6.691228856777341,6.684999999999999,6.684257214194335,6.68
8229,3.61,3.9848000000000052,4.691621869161655,3.6592000000000082,3.9864054672904174,3.77
1795,6.21,5.148300000000001,5.6206235952240435,5.766000000000002,5.686230898806011,5.85
3031,7.82,7.820000000000014,7.8285003526398835,7.8206000000000095,7.822275088159977,7.82
1034,6.96,6.959700000000002,6.939408276722187,6.955300000000006,6.9536020691805485,6.96
13875,3.72,3.9663000000000004,4.445258680469033,4.109700000000003,4.060314670117259,3.55
4475,6.22,6.219800000000015,6.188593792214547,6.219900000000015,6.212073448053644,6.22
8454,7.460000000000002,7.460000000000005,7.372602374566688,7.460600000000007,7.438300593641675,7.46
